objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
585,Image;StillImage,image/jpeg,"Hu, Mary Lee;American;Sterling silver;United States",JSMA2019:11.124,"Hu, Mary Lee",American,ca. 1975,Choker necklace,Sterling silver,W. 5 x D. 7 inches,jsma2019_11_124,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136217;type=101,United States,,N1685
82,Image;StillImage,image/jpeg,Unknown;South African;Sterling silver with tiger's eye cabochon;South Africa,JSMA2019:11.125,Unknown,South African,ca. 1960,Brooch,Sterling silver with tiger's eye cabochon,W. 2-1/2 x D. 1-1/2 inches,jsma2019_11_125,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136218;type=101,South Africa,,N0769
66,Image;StillImage,image/jpeg,"Nielsen, Evald;Danish;Sterling silver with moonstone;Copenhagen, Denmark",JSMA2019:11.126,"Nielsen, Evald",Danish,20th century,Pin,Sterling silver with moonstone,2-1/4 x 1-1/2 inches,jsma2019_11_126,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136225;type=101,"Copenhagen, Denmark",,N1596
162,Image;StillImage,image/jpeg,"Wiener Werkstätte (possibly);Austrian;Sterling silver with moonstone cabochon;Vienna, Austria",JSMA2019:11.127,Wiener Werkstätte (possibly),Austrian,ca. 1915,Pendant and chain,Sterling silver with moonstone cabochon,Pendant: 1-7/8 x 1-1/4 inches; chain: 11 inches,jsma2019_11_127,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136219;type=101,"Vienna, Austria",,N0307
67,Image;StillImage,image/jpeg,"Nielsen, Evald;Danish;Sterling silver with carnelian cabochon;Copenhagen, Denmark",JSMA2019:11.128,"Nielsen, Evald",Danish,1920,Brooch,Sterling silver with carnelian cabochon,W. 2 x D. 7/8 inches,jsma2019_11_128,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136221;type=101,"Copenhagen, Denmark",Navette-shaped brooch with sliver blossom design framing carnelian cabochon,N0541
38,Image;StillImage,image/jpeg,"Pearson, Ronald;American;Sterling silver;United States",JSMA2019:11.129,"Pearson, Ronald",American,mid-20th century,Necklace,Sterling silver,Pendant: H. 2-1/2 x W. 7/8 inches; chain: 12-1/2 inches,jsma2019_11_129,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137893;type=101,United States,,N0997
337,Image;StillImage,image/jpeg,"Brunk, Jan;Swedish;Silver and enamel;Stockholm, Sweden","JSMA2019:11.12a,b","Brunk, Jan",Swedish,2003,Tea strainer with cup,Silver and enamel,H. 2 x Diam. 3-1/8 inches,jsma2019_11_12,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136058;type=101,"Stockholm, Sweden",Decorative tea strainer with cup for dregs,N0189
136,Image;StillImage,image/jpeg,Unknown;Mexican;Sterling silver with tiger's eye cabochon;Mexico,JSMA2019:11.130,Unknown,Mexican,20th century,Ring,Sterling silver with tiger's eye cabochon,5/8 x 13/16 inches,jsma2019_11_130,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137894;type=101,Mexico,,N1326
137,Image;StillImage,image/jpeg,Unknown;Mexican;Sterling silver with tiger's eye cabochon;Mexico,JSMA2019:11.130,Unknown,Mexican,20th century,Ring,Sterling silver with tiger's eye cabochon,5/8 x 13/16 inches,jsma2019_11_130,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137894;type=101,Mexico,,N1356
2,Image;StillImage,image/jpeg,"Hyvärinen, Matti J.;Finnish;Sterling silver;Turku, Finland",JSMA2019:11.131,"Hyvärinen, Matti J.",Finnish,1973,Bracelet,Sterling silver,8 inches,jsma2019_11_131,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137895;type=101,"Turku, Finland",Linked bracelet with textured bars.,N0496
68,Image;StillImage,image/jpeg,"Grann & Laglye;Danish;Sterling silver;Copenhagen, Denmark",JSMA2019:11.132,Grann & Laglye,Danish,ca. 1950,Brooch,Sterling silver,3/4 x 1-1/2 inches,jsma2019_11_132,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137896;type=101,"Copenhagen, Denmark",,N0528
154,Image;StillImage,image/jpeg,"Unknown;Italian;18 karat yellow gold and white gold, diamonds, black malachite;Possibly Italy",JSMA2019:11.133,Unknown,Italian,early 21st century,Pendant,"18 karat yellow gold and white gold, diamonds, black malachite",Pendant: 2-3/8 x 1-1/4 inches; chain: 15 inches,jsma2019_11_133,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137899;type=101,Possibly Italy,,N0957
163,Image;StillImage,image/jpeg,"Unknown;Undetermined;copper, cabochon;Unknown",JSMA2019:11.134,Unknown,Undetermined,possibly 20th century,Brooch,"copper, cabochon",2-1/2 x 2-1/2 inches,jsma2019_11_134,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137903;type=101,Unknown,,N1534
501,Image;StillImage,image/jpeg,"Jensen, Georg;Danish;sterling silver, wood;Copenhagen, Denmark",JSMA2019:11.135a-e,"Jensen, Georg",Danish,1915-1917,Tea service (5 pieces),"sterling silver, wood",Teapot: 6-1/2 x 11 x 5 inches; Coffeepot: 10 x 8-1/2 x 4-1/2 inches; Pitcher: 9 x 6-1/4 x 4 inches; Lidded bowl: 5-1/2 x 6-1/2 x 4 inches; Creamer: 5 x 6 x 3 inches,jsma2019_11_135,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138362;type=101,"Copenhagen, Denmark",,M0003
479,Image;StillImage,image/jpeg,"Hammond, Alexander Eduardo;British;Sterling silver;England","JSMA2019:11.136a,b","Hammond, Alexander Eduardo",British,2005,Candlesticks (pair),Sterling silver,each: H. 6-5/8 x  Diam. 3-5/8 inches,jsma2019_11_136,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138365;type=101,England,"Over a century has passed since the Arts and Crafts movement began. While many contemporary designs can seem wholly unconnected to the original vision of the movement, the legacy of Arts and Crafts still endures. This pair of candlesticks, designed by British artist Alexander Eduardo Hammond, exemplifies functional ornamentation. Inspired by aircraft propeller blades, the exaggerated fluting radiates out from the shaft, stabilizing the candlestick with a distinctly modern twist.",N0794
586,Image;StillImage,image/jpeg,"Berridge, Ruth;American;Sterling silver;New York",JSMA2019:11.137,"Berridge, Ruth",American,ca. 1950,Earrings (pair),Sterling silver,each: H. 1-1/2 x W. 2-1/2 inches,jsma2019_11_137,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138366;type=101,New York,,N0555
93,Image;StillImage,image/jpeg,"Storr, Paul;British;Sterling silver;London, England","JSMA2019:11.138a,b","Storr, Paul",British,1816,Spoons (2 pieces),Sterling silver,each: 9 inches,jsma2019_11_138,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138369;type=101,"London, England",,N1057
352,Image;StillImage,image/jpeg,"Lau, Wilhelm Frederick;Danish;Sterling silver;Denmark",JSMA2019:11.139,"Lau, Wilhelm Frederick",Danish,1926,Salt caster,Sterling silver,H. 3-1/4 x W. 1-3/4 x D. 1-3/4 inches,jsma2019_11_139,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138370;type=101,Denmark,,N0193
338,Image;StillImage,image/jpeg,"Guldsmeds AB (GAB);Swedish;Sterling silver, gilt;Stockholm, Sweden","JSMA2019:11.13a,b",Guldsmeds AB (GAB),Swedish,n.d.,Pair of jars,"Sterling silver, gilt",each: H. 5-3/16 x Diam. 4-3/8 inches,jsma2019_11_13,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136059;type=101,"Stockholm, Sweden","Two lidded jars with tapered bodies and upswept handles on lid. Jars have rimmed feet and chased ribs, bodies engraved with blossoms and leaves pattern.",N0191
339,Image;StillImage,image/jpeg,"Württembergische Metallwarenfabrik;German;Silverplate with glass;Geislingen an der Steige, Germany",JSMA2019:11.14,Württembergische Metallwarenfabrik,German,ca. 1915,Condiment set with spoon,Silverplate with glass,H. 3-5/16 in x W. 5-1/4 x D. 2-3/8 inches,jsma2019_11_14,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136060;type=101,"Geislingen an der Steige, Germany",,N0196
489,Image;StillImage,image/jpeg,"Knox, Archibald; Liberty & Company;British;Pewter and glass;England",JSMA2019:11.140,"Knox, Archibald; Liberty & Company",British,1908,Inkwell,Pewter and glass,H. 3-1/8 x W. 6-1/2 x D. 6-1/4 inches,jsma2019_11_140,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138371;type=101,England,"Arts and crafts inkwell, squared base with tapering cylindrical body wtih a hinged shaped square cover, applied with medallions and strapwork. This inkwell was part of the Tudric line of pewterware made by Liberty & Co of London, of which the chief designer was Archibald Knox. Liberty & Co began producing Tudric in 1902 and continued through the 1930s. The designs use Art Nouveau and Celtic Revival styles, which were specialites of Knox.",N0017
188,Image;StillImage,image/jpeg,Unknown;Undetermined;pewter;Unknown,JSMA2019:11.141,Unknown,Undetermined,n.d.,Caddy spoon,pewter,2-3/4 inches,jsma2019_11_141,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138372;type=101,Unknown,,N1290
517,Image;StillImage,image/jpeg,"Unknown;Austrian;.900 fine silver, parcel gilt, teak wood;Vienna, Austria",JSMA2019:11.142,Unknown,Austrian,mid-20th century,Coffee service (3 pieces),".900 fine silver, parcel gilt, teak wood",Sugar bowl: 2 x 4-3/4 x 3-1/2 inches; creamer: 2 x 5-1/2 x 3-1/2 inches; coffee pot: 7-1/8 x 12-1/2 x 5-1/2 inches,jsma2019_11_142,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138373;type=101,"Vienna, Austria","The exaggerated curve of the wooden handle and beak-like spout of this mid-century coffee pot invite delightful biomorphic associations with tropical birds. The design owes much to the experimentations in form that took place among adherents of Austria’s Secession style, which began in 1897 and was heavily influenced by the Arts and Crafts movement.",N0021
490,Image;StillImage,image/jpeg,"Guild, Lurelle Van Arsdale; Kensington Inc.;American;Aluminium, Lucite;New Kensington, PA",JSMA2019:11.143,"Guild, Lurelle Van Arsdale; Kensington Inc.",American,1934,Bowl,"Aluminium, Lucite",H. 5-5/8 x Diam. 13-9/16 in,jsma2019_11_143,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138364;type=101,"New Kensington, PA","Designed by American pioneer industrial designer Lurelle Guild for a new line of aluminum alloy giftware and domestic items manufactured by Kensington Ware (Kensington Inc.), a subsidary of Alcoa (Aluminum Company of America).",N0058
541,Image;StillImage,image/jpeg,Unknown;American;Sterling silver;United States,JSMA2019:11.15,Unknown,American,20th century,Ladle,Sterling silver,12-1/4 x 4-1/2 inches,jsma2019_11_15,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136061;type=101,United States,,N0230
179,Image;StillImage,image/jpeg,Unknown;Undetermined;Copper;Unknown,JSMA2019:11.16,Unknown,Undetermined,n.d.,Caddy spoon,Copper,3-1/4 inches,jsma2019_11_16,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136062;type=101,Unknown,,N0234
180,Image;StillImage,image/jpeg,"Jensen, Georg; Nielsen, Harald;Danish;Sterling silver;Copenhagen, Denmark",JSMA2019:11.17,"Jensen, Georg; Nielsen, Harald",Danish,ca. 1927-1935,Caddy spoon,Sterling silver,3-7/8 inches,jsma2019_11_17,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136063;type=101,"Copenhagen, Denmark",,N0238
181,Image;StillImage,image/jpeg,"Tyssen, Keith;British;Sterling silver;Sheffield, England",JSMA2019:11.18,"Tyssen, Keith",British,1971,Caddy spoon,Sterling silver,2-1/4 inches,jsma2019_11_18,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136064;type=101,"Sheffield, England",,N0244
182,Image;StillImage,image/jpeg,"Stone, Robert Edgar;British;Sterling silver;London, England",JSMA2019:11.19,"Stone, Robert Edgar",British,1934,Caddy spoon,Sterling silver,3 inches,jsma2019_11_19,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136065;type=101,"London, England","Robert Edgar Stone designed this caddy spoon, used to measure tea leaves in honor of King George V's silver jubilee (the twenty-fifth anniversary of his accession to the British throne) in 1934.",N0250
365,Image;StillImage,image/jpeg,"International Silver Company;American;Sterling silver, wood;Meriden, Connecticut",JSMA2019:11.2,International Silver Company,American,ca. 1931,Rectangular covered dish,"Sterling silver, wood",H. 4 x W. 7 x D. 4-3/4 inches,jsma2019_11_2,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136048;type=101,"Meriden, Connecticut",,N0041
390,Image;StillImage,image/jpeg,International Silver Company;American;Silver;Connecticut,JSMA2019:11.20,International Silver Company,American,20th century,Wine coaster,Silver,Diam. 7 inches,jsma2019_11_20,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136067;type=101,Connecticut,,N0303
391,Image;StillImage,image/jpeg,"Shreve & Company;American;Sterling silver;San Francisco, CA",JSMA2019:11.21,Shreve & Company,American,n.d.,Wine coaster,Sterling silver,H. 1 x Diam. 6 inches,jsma2019_11_21,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136068;type=101,"San Francisco, CA",,N0304
152,Image;StillImage,image/jpeg,Cambray Ware; Liberty & Company;British;Pewter and enamel;England,JSMA2019:11.22,Cambray Ware; Liberty & Company,British,ca. 1900,Clasp,Pewter and enamel,Diam. 2-1/2 inches,jsma2019_11_22,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136069;type=101,England,"Cambray ware, NOT N0341 ""Israeli brooch"" but S0118",S0118
356,Image;StillImage,image/jpeg,"William Neale & Sons Ltd.;British;Sterling silver;Birmingham, England",JSMA2019:11.23,William Neale & Sons Ltd.,British,1938,Monteith,Sterling silver,H. 8 x Diam. 9 3/4 inches,jsma2019_11_23,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136070;type=101,"Birmingham, England","This Art Deco monteith produced by the British company W. Neal & Sons Ltd., features inverted stepped pyramid notches. The monteith first came into use in the 1680s as a vessel to cool drinking glasses. The bowl would be filled with ice, and glasses would rest in the notches on the edges until ready for use. The pyramidal notches of this monteith provide a modern update to a traditional design.",N0348
392,Image;StillImage,image/jpeg,"Jones, Albert Edward; Mappin & Webb;British;Sterling silver and ivory;Sheffield, England",JSMA2019:11.24,"Jones, Albert Edward; Mappin & Webb",British,1935,Bowl,Sterling silver and ivory,H. 2-1/4 x W. 12 x D. 10-1/8 inches,jsma2019_11_24,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136071;type=101,"Sheffield, England",,N0362
340,Image;StillImage,image/jpeg,"R. Blackinton & Co.;American;Silver;North Attelboro, Massachusetts",JSMA2019:11.25,R. Blackinton & Co.,American,20th century,Flask funnel,Silver,H. 3-1/6 x W. 2-11/16 x D. 1-1/2 inches,jsma2019_11_25,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136072;type=101,"North Attelboro, Massachusetts",,N0366
476,Image;StillImage,image/jpeg,"Württembergische Metallwarenfabrik; Muller, Albin;German;silverplate, Britannia metal;Geislingen an der Steige, Germany","JSMA2019:11.26a,b","Württembergische Metallwarenfabrik; Muller, Albin",German,ca. 1910,Candlesticks (pair),"silverplate, Britannia metal",8-7/8 x 3-1/2 inches,jsma2019_11_26,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136073;type=101,"Geislingen an der Steige, Germany","British experiments in Arts and Crafts sparked a similar wave of design reform of the decorative arts in Austria and Germany at the turn of the 20th century. The German interpretation of Arts and Crafts, known as the Jugendstil (“youth”) style, tended to emphasize flowing lines and sleek forms. German manufacturing company Württembergische Metallwarenfabrik (WMF) was particularly renowned for its Jugendstil designs. Jugendstil architect Albin Muller, who was a member of the Darmstadt Artists’ Colony, along with other influential designers like Joseph Olbrich and Peter Behrens, designed the elegant curving lines of these silverplated candlesticks for WMF.",N0386
